GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "48000","Texas",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",48012937,52451598,54874675,58178433,59412416,63564418,66946580,73247831,80898885,85480877,89222606,92629721,95828430,99713289,106562056,112962720,117120446,121529820,127743244,121450838
 "48000","Texas",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",4703070,4847211,5267383,5801267,5906249,6254845,6661449,7467970,8592000,9295810,9766478,10174162,10540885,10832695,11329553,12381340,12998030,13685764,14834857,13551980
 "48000","Texas",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",43309867,47604388,49607292,52377165,53506167,57309573,60285131,65779861,72306885,76185067,79456128,82455559,85287545,88880594,95232503,100581380,104122416,107844056,112908387,107898858
 "48000","Texas",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",26446033,28112446,29245757,30354642,31354087,34760970,36381813,37332631,37770016,38974956,40483549,43544804,45614358,51045468,56530364,59315058,60757396,62221192,65859052,52330740
 "48000","Texas",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",3953606,4463403,4744911,4727831,4834382,5250687,5530089,5757691,6327468,6269320,6812682,7263956,7920089,8733014,9745097,10975874,12029678,12764122,13811019,9534741
 "48000","Texas",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",22492427,23649043,24500845,25626812,26519705,29510282,30851723,31574940,31442548,32705636,33670867,36280848,37694269,42312454,46785267,48339184,48727718,49457070,52048033,42795999
 "48000","Texas",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",18891269,20121715,20019614,20693816,21867720,23357666,24317425,24595626,24959712,25310592,25778001,27715323,28968877,31278131,32230397,32583230,33327503,35205569,37006968,34655579
 "48000","Texas",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",88168058,94690739,100361190,104144875,109789803,115892002,124022878,131742509,139859476,145966548,146789325,151526860,156503744,161443688,168943130,175280814,181488636,187685673,193422740,202204818
 "48000","Texas",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",58124403,54909471,70747861,82430125,107460578,123464654,145542570,184015704,117858627,131177078,154922222,167758278,197153539,215449817,134394803,108426160,137852579,164182698,151307903,82109482
 "48000","Texas",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",104696949,105255796,108362236,117058763,127737397,138082470,146231729,152224450,149785596,160480750,171742896,191393782,201232363,210290959,219998983,220231930,222085216,235462733,245428258,249151459
 "48000","Texas",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",53412168,47225199,49072847,52660631,54506657,61267165,61994252,64248825,62139385,68211360,72440820,75247615,74434683,78052510,82798485,83980655,89373158,94599260,99395172,90055879
 "48000","Texas",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",140360197,141903048,147131587,181714414,187350531,210875116,233759452,217381107,204924853,227103068,254949680,256917650,279078803,256266799,271444348,258807953,280759707,312320108,306713267,281790282
 "48000","Texas",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",205599550,202416765,223920052,267200637,302975669,347922587,392010405,412112032,332309735,363812320,416399435,438841001,489425761,491828705,425183303,388395257,438660491,494476116,480382900,383608815
 "48000","Texas",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",479607865,492710089,509061017,542098860,582486958,639383028,675059775,700440324,697438466,736180555,778145628,830812227,869266091,926027073,979371937,1015338812,1056961769,1127544651,1190148186,1189774201
 "48001","Anderson, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",1118793,1136064,1190288,1232785,1328334,1499647,1652152,1760986,1601453,1692455,1748817,1782365,1787481,1792995,1721441,1788842,1870005,1977924,2082688,2088748
 "48001","Anderson, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",852541,861054,907635,952052,1039653,1204675,1347479,1444628,1267380,1342600,1404240,1430194,1424227,1420830,1347482,1387059,1461532,1564068,1661233,1653156
 "48001","Anderson, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",3103,4443,12234,15346,11251,18333,13004,3750,7272,2971,3604,4634,2727,5304,18685,5134,4673,6578,6414,6348
 "48001","Anderson, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",131144,120088,159013,171923,199832,241647,308700,356099,212806,199783,223942,208116,193130,190185,119795,84049,92658,111683,98889,40564
 "48001","Anderson, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",(D),7656,7420,7249,6778,7381,6985,6969,8412,10377,10774,11387,12461,13869,12725,17525,18322,20953,22753,23535
 "48001","Anderson, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",42585,43780,46656,45567,45797,55040,58270,53892,46312,54659,53740,60119,52463,56657,58818,55869,62388,63757,64831,68626
 "48001","Anderson, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",37520,33709,29874,34987,42433,38797,46165,58352,50253,52318,52852,32603,60141,71719,82486,111708,172138,190009,205391,209938
 "48001","Anderson, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",27269,24833,21664,26087,(D),(D),(D),48339,36884,(D),40991,21767,28932,33761,31488,41175,51650,54561,48179,42454
 "48001","Anderson, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",10252,8876,8210,8900,(D),(D),(D),10013,13369,(D),11861,10836,31209,37958,50998,70533,120488,135448,157212,167484
 "48001","Anderson, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",36379,37422,40049,48498,50166,66812,78039,83674,82341,83835,96408,106328,100407,89057,90125,80867,78953,83983,97115,97070
 "48001","Anderson, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",199279,208356,189697,94109,93706,92203,85685,89960,94260,91034,94630,110075,112561,110060,118924,126289,122826,125941,144074,161568
 "48001","Anderson, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",38447,36755,41843,123302,144785,165856,169224,198277,167631,181093,230670,244147,222141,216014,201327,200087,204745,223324,214428,193451
 "48001","Anderson, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",15862,16087,16025,15499,16338,19988,31195,39672,38670,41582,35231,41528,44544,44045,46618,49054,47405,60062,64373,70967
 "48001","Anderson, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",143282,156776,165523,179148,206174,245810,241421,238860,248867,264787,282599,274142,277540,273533,224950,255286,280615,286482,324268,362665
 "48001","Anderson, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",37908,39560,40224,38615,33229,38612,36590,36054,40108,36752,37502,38733,40584,41385,53162,78523,78147,92472,81896,77365
 "48001","Anderson, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",105374,117216,125299,140534,172946,207198,204831,202806,208759,228034,245097,235410,236956,232148,171788,176763,202468,194010,242372,285301
 "48001","Anderson, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",51451,44130,51146,57491,64321,84512,136409,137650,127326,175241,128138,135034,139328,135958,139529,150267,132368,147569,167745,177503
 "48001","Anderson, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",39758,33097,(D),(D),(D),(D),39691,49778,43018,44146,47076,52484,63586,65319,81751,92836,(D),80671,94329,99287
 "48001","Anderson, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",(D),(D),(D),(D),(D),(D),16955,23094,11747,13091,12011,13854,14198,15524,15932,17221,(D),15603,17079,16898
 "48001","Anderson, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",(D),(D),18667,23175,21825,34541,79763,64778,72561,118004,69050,68696,61543,55116,41846,40211,35669,51295,56338,61318
 "48001","Anderson, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",87932,88426,84937,91855,88896,92055,93910,99649,105584,109611,113567,118930,123008,130209,141097,153376,148255,143347,141513,133922
 "48001","Anderson, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",1633,1503,1295,1627,2036,2005,2664,1900,1815,2422,2962,3542,3646,3622,4053,6916,5227,7564,8793,5043
 "48001","Anderson, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",86300,86923,83642,90228,86861,90051,91246,97749,103769,107189,110605,115388,119362,126587,137044,146460,143028,135783,132720,128878
 "48001","Anderson, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",(D),26610,27399,28054,27536,29847,33070,33938,32643,30074,33171,35354,37768,37365,42751,46735,46279,47514,51487,47463
 "48001","Anderson, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",(D),2121,2192,2139,2352,2503,2944,2956,2846,2380,3310,3375,3532,3480,3876,5210,5084,6012,7626,5205
 "48001","Anderson, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",23270,24489,25206,25915,25184,27344,30126,30982,29797,27694,29860,31979,34236,33885,38875,41525,41195,41502,43861,42259
 "48001","Anderson, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",33419,36816,35819,39024,41638,46392,45402,43886,45003,45234,44914,47795,46007,46856,49652,50812,49905,52866,57950,59538
 "48001","Anderson, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",266252,275010,282653,280733,288681,294971,304673,316357,334073,349855,344577,352171,363254,372165,373959,401783,408474,413856,421455,435591
 "48001","Anderson, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",134247,124531,171247,187270,211083,259980,321704,359849,220078,202755,227546,212750,195858,195489,138480,89184,97330,118260,105304,46912
 "48001","Anderson, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",235658,245778,229746,142606,143873,159016,163724,173634,176600,174869,191038,216403,212968,199116,209049,207156,201779,209925,241189,258638
 "48001","Anderson, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",(D),44411,49263,130551,151563,173237,176209,205246,176043,191470,241444,255534,234602,229883,214052,217612,223067,244277,237181,216985
 "48001","Anderson, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",53383,49796,45899,50486,58770,58785,77360,98024,88923,93899,88083,74131,104686,115764,129104,160762,219543,250070,269764,280904
 "48001","Anderson, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",214352,202020,247777,267824,299313,353817,426139,472094,316643,309732,334139,305472,308462,323865,279785,256761,331857,372026,375526,325476
 "48001","Anderson, TX",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",638189,659034,659858,684228,740340,850858,921341,972535,950737,1032868,1070102,1124722,1115766,1096965,1067697,1130298,1129674,1192042,1285707,1327681
 "48003","Andrews, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",1056876,1179105,1251230,1482600,2036843,2573327,2978753,3876662,2566878,3264203,4273500,4913597,5053479,4773919,2658633,2392102,3033107,3574992,2928782,1669918
 "48003","Andrews, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",1006092,1127230,1195450,1426441,1977956,2512213,2912392,3806075,2488788,3180526,4189989,4827158,4959283,4669052,2547102,2277653,2920557,3459231,2808209,1536606
 "48003","Andrews, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",12692,9254,13844,14893,16326,16021,18089,31700,13615,3717,18614,20968,25534,21377,12756,13772,6583,6210,5100,10371
 "48003","Andrews, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",831510,952855,1003823,1227123,1757044,2259510,2645284,3494564,2191018,2862176,3798047,4362604,4407061,4066731,1979538,1778046,2406509,2873613,2156135,892540
 "48003","Andrews, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",2543,3382,3551,4480,4982,6258,4277,7336,7516,6651,10547,6056,7228,8150,8747,11452,9969,16613,16371,65179
 "48003","Andrews, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",15641,16916,22463,26112,32418,38904,41018,45345,43993,48491,62739,77789,94125,97086,85158,70693,82562,107765,146980,139943
 "48003","Andrews, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",22590,22401,22044,18425,20889,26146,25330,27963,26408,28005,32615,38955,48926,44052,42508,38089,40130,41656,37997,28707
 "48003","Andrews, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),27250,27797,28502,26939,27795,28945,26968,24090
 "48003","Andrews, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),21675,16255,14006,11150,12335,12710,11029,4617
 "48003","Andrews, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",16466,14735,17339,21151,26437,26346,29147,25764,25646,31339,40808,53978,74975,75901,65992,60200,67179,72720,71302,59820
 "48003","Andrews, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",14537,15402,16346,17920,16565,17762,19241,22851,24134,27155,27461,34971,37535,35736,39884,41891,44769,46865,45230,44411
 "48003","Andrews, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",9305,8265,8092,8740,9350,10665,13057,16146,16343,20245,32969,42252,55705,65877,56846,37407,37178,46010,57770,43166
 "48003","Andrews, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",3107,3158,3235,2713,2952,3404,3953,4739,4426,4804,4503,4378,5970,8914,16722,15878,19026,18718,24302,15542
 "48003","Andrews, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",36192,36453,37321,37645,43631,57544,56515,63102,62392,70868,80327,89448,97570,107034,102202,92779,85645,105456,114051,120608
 "48003","Andrews, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",7831,7725,9036,9348,11193,12094,13241,14735,17326,18136,18278,18836,19738,13069,15155,14773,14127,16260,17316,16846
 "48003","Andrews, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",28362,28728,28285,28297,32439,45450,43275,48367,45066,52731,62049,70612,77832,93965,87047,78006,71518,89197,96735,103763
 "48003","Andrews, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",15621,19145,20188,19162,17469,18231,22424,32035,37668,39253,39979,46072,53303,78838,79057,66222,68909,69253,71338,64550
 "48003","Andrews, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",(D),(D),(D),(D),4305,(D),(D),(D),(D),(D),12575,17530,(D),(D),(D),25163,23219,17064,18719,14242
 "48003","Andrews, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",(D),(D),(D),(D),(D),0,0,0,0,0,(D),(D),0,11769,11535,11742,13742,15374,16464,15678
 "48003","Andrews, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",10210,9260,9511,10989,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),29317,31948,36815,36155,34629
 "48003","Andrews, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",9459,7168,7482,8128,7557,7971,8280,9457,8859,9463,9698,9210,9220,9078,8788,7697,8072,8913,11141,8246
 "48003","Andrews, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",(D),(D),22,6,5,27,84,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48003","Andrews, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",(D),(D),7460,8122,7552,7944,8196,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48003","Andrews, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",6150,6760,8702,8946,10751,11486,13902,11633,13192,14113,16805,23135,25442,31452,27698,24136,25678,27736,30718,24837
 "48003","Andrews, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",(D),668,819,(D),(D),(D),(D),1242,1767,1734,(D),4669,6942,9892,(D),9927,10713,12367,13386,9994
 "48003","Andrews, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",(D),6092,7884,(D),(D),(D),(D),10391,11424,12380,(D),18466,18500,21560,(D),14209,14965,15370,17332,14842
 "48003","Andrews, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",10279,11336,11021,11003,11584,11965,11873,13441,13578,14246,14877,17343,16691,18826,21206,19392,18348,17702,19772,18686
 "48003","Andrews, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",50784,51875,55779,56159,58887,61115,66361,70587,78090,83677,83511,86439,94195,104867,111532,114449,112550,115761,120573,133313
 "48003","Andrews, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",844202,962109,1017667,1242016,1773370,2275531,2663373,3526264,2204633,2865893,3816661,4383572,4432594,4088109,1992294,1791818,2413091,2879824,2161235,902911
 "48003","Andrews, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",31003,30137,33685,39071,43002,44109,48388,48614,49780,58494,68269,88949,112510,111637,105876,102091,111948,119585,116532,104231
 "48003","Andrews, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",11848,11647,11643,13220,14332,16923,17334,23481,23859,26896,43516,48307,62933,74027,65593,48859,47147,62623,74141,108344
 "48003","Andrews, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",25697,25559,25279,21138,23841,29550,29283,32702,30835,32809,37118,43333,54896,52966,59230,53967,59156,60374,62299,44249
 "48003","Andrews, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",882433,1001426,1062174,1286553,1826678,2340581,2729722,3599573,2275034,2942389,3912015,4500316,4575644,4229247,2119960,1900600,2535784,3029244,2346213,1071561
 "48003","Andrews, TX",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",123659,125804,133277,139888,151279,171632,182670,206503,213754,238137,277974,326842,383639,439805,427142,377053,384773,429987,461996,465045
 "48005","Angelina, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",2040107,2083101,2150447,2307092,2379072,2571502,2729687,2917924,2854948,2965873,3083415,3261229,3219702,3255023,3217120,3086245,3180298,3381579,3459852,3309059
 "48005","Angelina, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",1762239,1788906,1846338,1995577,2055075,2238484,2378544,2553807,2465935,2555206,2677111,2840555,2785683,2807803,2756173,2612940,2695893,2879220,2949984,2778505
 "48005","Angelina, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",22762,24777,23781,20590,13125,13277,14893,30325,31329,29882,22892,27283,40599,43108,55786,32742,36573,43294,22031,21714
 "48005","Angelina, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",4760,4463,7981,9385,14514,40672,87542,171699,100826,68024,51879,65725,81115,99849,69482,57909,119223,273676,317133,174108
 "48005","Angelina, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",8215,8349,8261,8661,8782,9456,8866,8539,9319,9523,9674,9751,10175,10947,11416,15212,15758,17645,18579,18104
 "48005","Angelina, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",87337,87323,89715,89885,98016,119133,120413,119678,120807,115650,123972,132195,123564,119380,112221,112429,118412,125861,141096,134174
 "48005","Angelina, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",504741,486238,491645,581926,588725,613074,647963,669640,602501,649314,682323,693456,554137,507976,428748,393002,378860,404384,399039,412639
 "48005","Angelina, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",242548,230644,235413,297039,334260,338121,389176,433466,351304,410894,464310,488389,379327,352965,265082,233922,210201,233293,228967,239097
 "48005","Angelina, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",262193,255594,256232,284887,254465,274954,258786,236174,251197,238420,218013,205067,174810,155010,163667,159080,168659,171092,170072,173542
 "48005","Angelina, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",55846,61615,66377,75849,83906,97344,125922,133732,133080,143342,157360,187879,173092,165245,162013,152044,134930,146675,149052,138234
 "48005","Angelina, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",221596,225576,229887,222474,208715,215373,217448,212736,220440,218566,220342,227042,242919,247989,247207,252408,254238,272226,278100,301047
 "48005","Angelina, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",51437,44607,47554,54149,66712,64698,64751,83281,79163,79560,61234,84475,125970,183579,194636,162217,157043,134631,130857,120839
 "48005","Angelina, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",116830,96865,89060,83660,84026,90610,116142,134480,122840,119182,116192,119076,112708,95247,87532,62877,55617,57551,57865,54261
 "48005","Angelina, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",228365,255659,266622,281873,305665,338503,328459,304700,333131,378856,406961,441522,451287,457054,469267,453196,497276,478074,476927,513956
 "48005","Angelina, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",69781,74537,76360,77511,79273,83837,77711,71376,78131,86155,86259,96529,100204,102614,110600,117791,113906,104478,94196,98047
 "48005","Angelina, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",158584,181122,190263,204362,226391,254667,250747,233324,255000,292701,320702,344993,351083,354439,358666,335405,383370,373595,382731,415909
 "48005","Angelina, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",114125,115587,121805,134487,162053,195553,202344,214987,208975,226749,252558,253242,255912,231681,233767,215752,224392,222815,239847,240098
 "48005","Angelina, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",(D),(D),(D),69715,(D),73104,78546,90887,85418,84378,83961,77927,80771,84607,98418,86807,85611,85211,95009,96098
